std_sample_name	gse_id	gsm_id	srr_id	organism	bio_rep	tech_rep	sample_index	download_job_id	download_end_status	download_read_written_status	download_present	antibody_target	restriction_enzyme	sample_name	download_log	download_output
KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b1	GSE139466	GSM4142027	SRR10354673	Homo_Sapiens	1	1	143	5027285	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-143	results/fastqs/raw/KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b1/SRR10354673_2.fastq.gz
KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b1	GSE139466	GSM4142027	SRR10354674	Homo_Sapiens	1	2	144	5027285	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-144	results/fastqs/raw/KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b1/SRR10354674_2.fastq.gz
KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b2	GSE139466	GSM4142028	SRR10354675	Homo_Sapiens	2	1	145	5027362	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-145	results/fastqs/raw/KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b2/SRR10354675_2.fastq.gz
KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b2	GSE139466	GSM4142028	SRR10354676	Homo_Sapiens	2	2	146	5027362	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-146	results/fastqs/raw/KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b2/SRR10354676_2.fastq.gz
KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b1	GSE139466	GSM4142029	SRR10354677	Homo_Sapiens	1	1	147	5027285	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_dTAG7	results/fastqs/raw/logs/download_srr_fastqs.o5027285-147	results/fastqs/raw/KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b1/SRR10354677_2.fastq.gz
KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b1	GSE139466	GSM4142029	SRR10354678	Homo_Sapiens	1	2	148	5027362	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_dTAG7	results/fastqs/raw/logs/download_srr_fastqs.o5027362-148	results/fastqs/raw/KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b1/SRR10354678_2.fastq.gz
KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b2	GSE139466	GSM4142030	SRR10354679	Homo_Sapiens	2	1	149	5027285	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_dTAG7	results/fastqs/raw/logs/download_srr_fastqs.o5027285-149	results/fastqs/raw/KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b2/SRR10354679_2.fastq.gz
KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b2	GSE139466	GSM4142030	SRR10354680	Homo_Sapiens	2	2	150	5027285	1	1	0	H3K27ac	MboI	KBM7-MED14-dTAG_2h_dTAG7	results/fastqs/raw/logs/download_srr_fastqs.o5027285-150	results/fastqs/raw/KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b2/SRR10354680_2.fastq.gz
HARA.GSE147856.Homo_Sapiens.H3K27ac.b1	GSE147856	GSM4447215	SRR11459775	Homo_Sapiens	1	1	151	5027285	1	1	0	H3K27ac	MboI	HARA	results/fastqs/raw/logs/download_srr_fastqs.o5027285-151	results/fastqs/raw/HARA.GSE147856.Homo_Sapiens.H3K27ac.b1/SRR11459775_2.fastq.gz
HT55.GSE147856.Homo_Sapiens.H3K27ac.b1	GSE147856	GSM4447216	SRR11459776	Homo_Sapiens	1	1	152	5027285	1	1	0	H3K27ac	MboI	HT55	results/fastqs/raw/logs/download_srr_fastqs.o5027285-152	results/fastqs/raw/HT55.GSE147856.Homo_Sapiens.H3K27ac.b1/SRR11459776_2.fastq.gz
HEC-1-B-WT.GSE148958.Homo_Sapiens.V5.b1	GSE148958	GSM5533482	SRR15569144	Homo_Sapiens	1	1	153	5027285	1	1	0	V5	MboI	HEC-1-B-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-153	results/fastqs/raw/HEC-1-B-WT.GSE148958.Homo_Sapiens.V5.b1/SRR15569144_2.fastq.gz
HEC-1-B-eRNA-LNA.GSE148958.Homo_Sapiens.V5.b1	GSE148958	GSM5533483	SRR15569145	Homo_Sapiens	1	1	154	5027285	1	1	0	V5	MboI	HEC-1-B-eRNA-LNA	results/fastqs/raw/logs/download_srr_fastqs.o5027285-154	results/fastqs/raw/HEC-1-B-eRNA-LNA.GSE148958.Homo_Sapiens.V5.b1/SRR15569145_2.fastq.gz
HEC-1-B-SPT6_LNA.GSE148958.Homo_Sapiens.V5.b1	GSE148958	GSM5533484	SRR15569146	Homo_Sapiens	1	1	155	5027285	1	1	0	V5	MboI	HEC-1-B-SPT6_LNA	results/fastqs/raw/logs/download_srr_fastqs.o5027285-155	results/fastqs/raw/HEC-1-B-SPT6_LNA.GSE148958.Homo_Sapiens.V5.b1/SRR15569146_2.fastq.gz
CORL279.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563951	SRR11826681	Homo_Sapiens	1	1	156	5027285	1	1	0	H3K27ac	MboI	CORL279	results/fastqs/raw/logs/download_srr_fastqs.o5027285-156	results/fastqs/raw/CORL279.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826681_2.fastq.gz
CORL88.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563952	SRR11826682	Homo_Sapiens	1	1	157	5027285	1	1	0	H3K27ac	MboI	CORL88	results/fastqs/raw/logs/download_srr_fastqs.o5027285-157	results/fastqs/raw/CORL88.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826682_2.fastq.gz
DMS273.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563953	SRR11826683	Homo_Sapiens	1	1	158	5027285	1	1	0	H3K27ac	MboI	DMS273	results/fastqs/raw/logs/download_srr_fastqs.o5027285-158	results/fastqs/raw/DMS273.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826683_2.fastq.gz
H1105.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563954	SRR11826684	Homo_Sapiens	1	1	159	5027285	1	1	0	H3K27ac	MboI	H1105	results/fastqs/raw/logs/download_srr_fastqs.o5027285-159	results/fastqs/raw/H1105.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826684_2.fastq.gz
H146.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563955	SRR11826685	Homo_Sapiens	1	1	160	5027285	1	1	0	H3K27ac	MboI	H146	results/fastqs/raw/logs/download_srr_fastqs.o5027285-160	results/fastqs/raw/H146.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826685_2.fastq.gz
H1694.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563956	SRR11826686	Homo_Sapiens	1	1	161	5027285	1	1	0	H3K27ac	MboI	H1694	results/fastqs/raw/logs/download_srr_fastqs.o5027285-161	results/fastqs/raw/H1694.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826686_2.fastq.gz
H1836.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563957	SRR11826687	Homo_Sapiens	1	1	162	5027285	1	1	0	H3K27ac	MboI	H1836	results/fastqs/raw/logs/download_srr_fastqs.o5027285-162	results/fastqs/raw/H1836.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826687_2.fastq.gz
H1876.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563958	SRR11826688	Homo_Sapiens	1	1	163	5027285	1	1	0	H3K27ac	MboI	H1876	results/fastqs/raw/logs/download_srr_fastqs.o5027285-163	results/fastqs/raw/H1876.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826688_2.fastq.gz
H2029.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563959	SRR11826689	Homo_Sapiens	1	1	164	5027285	1	1	0	H3K27ac	MboI	H2029	results/fastqs/raw/logs/download_srr_fastqs.o5027285-164	results/fastqs/raw/H2029.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826689_2.fastq.gz
H2066.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563960	SRR11826690	Homo_Sapiens	1	1	165	5027285	1	1	0	H3K27ac	MboI	H2066	results/fastqs/raw/logs/download_srr_fastqs.o5027285-165	results/fastqs/raw/H2066.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826690_2.fastq.gz
H2171.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563961	SRR11826691	Homo_Sapiens	1	1	166	5027285	1	1	0	H3K27ac	MboI	H2171	results/fastqs/raw/logs/download_srr_fastqs.o5027285-166	results/fastqs/raw/H2171.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826691_2.fastq.gz
H446.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563962	SRR11826692	Homo_Sapiens	1	1	167	5027285	1	1	0	H3K27ac	MboI	H446	results/fastqs/raw/logs/download_srr_fastqs.o5027285-167	results/fastqs/raw/H446.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826692_2.fastq.gz
H524.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563963	SRR11826693	Homo_Sapiens	1	1	168	5027285	1	1	0	H3K27ac	MboI	H524	results/fastqs/raw/logs/download_srr_fastqs.o5027285-168	results/fastqs/raw/H524.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826693_2.fastq.gz
H69.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563964	SRR11826694	Homo_Sapiens	1	1	169	5027285	1	1	0	H3K27ac	MboI	H69	results/fastqs/raw/logs/download_srr_fastqs.o5027285-169	results/fastqs/raw/H69.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826694_2.fastq.gz
SHP77.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563965	SRR11826695	Homo_Sapiens	1	1	170	5027285	1	1	0	H3K27ac	MboI	SHP77	results/fastqs/raw/logs/download_srr_fastqs.o5027285-170	results/fastqs/raw/SHP77.GSE151001.Homo_Sapiens.H3K27ac.b1/SRR11826695_2.fastq.gz
PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b1	GSE152900	GSM4633099	SRR12071807	Homo_Sapiens	1	1	171	5027285	1	1	0	H3K27ac	MboI	PAEC-LSS	results/fastqs/raw/logs/download_srr_fastqs.o5027285-171	results/fastqs/raw/PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b1/SRR12071807_2.fastq.gz
PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b2	GSE152900	GSM4633100	SRR12071808	Homo_Sapiens	2	1	172	5027285	1	1	0	H3K27ac	MboI	PAEC-LSS	results/fastqs/raw/logs/download_srr_fastqs.o5027285-172	results/fastqs/raw/PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b2/SRR12071808_2.fastq.gz
PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b3	GSE152900	GSM4633101	SRR12071809	Homo_Sapiens	3	1	173	5027285	1	1	0	H3K27ac	MboI	PAEC-LSS	results/fastqs/raw/logs/download_srr_fastqs.o5027285-173	results/fastqs/raw/PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b3/SRR12071809_2.fastq.gz
PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b1	GSE152900	GSM4633102	SRR12071810	Homo_Sapiens	1	1	174	5027285	1	1	0	H3K27ac	MboI	PAEC-Control	results/fastqs/raw/logs/download_srr_fastqs.o5027285-174	results/fastqs/raw/PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b1/SRR12071810_2.fastq.gz
PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b2	GSE152900	GSM4633103	SRR12071811	Homo_Sapiens	2	1	175	5027285	1	1	0	H3K27ac	MboI	PAEC-Control	results/fastqs/raw/logs/download_srr_fastqs.o5027285-175	results/fastqs/raw/PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b2/SRR12071811_2.fastq.gz
PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b3	GSE152900	GSM4633104	SRR12071812	Homo_Sapiens	3	1	176	5027285	1	1	0	H3K27ac	MboI	PAEC-Control	results/fastqs/raw/logs/download_srr_fastqs.o5027285-176	results/fastqs/raw/PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b3/SRR12071812_2.fastq.gz
PAEC-siRNA-Ctrl.GSE152900.Homo_Sapiens.H3K27ac.b1	GSE152900	GSM5988131	SRR18552251	Homo_Sapiens	1	1	177	5028246	1	1	0	H3K27ac	MboI	PAEC-siRNA-Ctrl	results/fastqs/raw/logs/download_srr_fastqs.o5028246-177	results/fastqs/raw/PAEC-siRNA-Ctrl.GSE152900.Homo_Sapiens.H3K27ac.b1/SRR18552251_2.fastq.gz
PAEC-siRNA-Ctrl.GSE152900.Homo_Sapiens.H3K27ac.b2	GSE152900	GSM5988132	SRR18552250	Homo_Sapiens	2	1	178	5028246	1	1	0	H3K27ac	MboI	PAEC-siRNA-Ctrl	results/fastqs/raw/logs/download_srr_fastqs.o5028246-178	results/fastqs/raw/PAEC-siRNA-Ctrl.GSE152900.Homo_Sapiens.H3K27ac.b2/SRR18552250_2.fastq.gz
PAEC-siRNA-KLF2/4.GSE152900.Homo_Sapiens.H3K27ac.b1	GSE152900	GSM5988133	SRR18552249	Homo_Sapiens	1	1	179	5027331	1	1	0	H3K27ac	MboI	PAEC-siRNA-KLF2/4	results/fastqs/raw/logs/download_srr_fastqs.o5027331-179	results/fastqs/raw/PAEC-siRNA-KLF2/4.GSE152900.Homo_Sapiens.H3K27ac.b1/SRR18552249_2.fastq.gz
PAEC-siRNA-KLF2/4.GSE152900.Homo_Sapiens.H3K27ac.b2	GSE152900	GSM5988134	SRR18552248	Homo_Sapiens	2	1	180	5027331	1	1	0	H3K27ac	MboI	PAEC-siRNA-KLF2/4	results/fastqs/raw/logs/download_srr_fastqs.o5027331-180	results/fastqs/raw/PAEC-siRNA-KLF2/4.GSE152900.Homo_Sapiens.H3K27ac.b2/SRR18552248_2.fastq.gz
Aortic-VIC.GSE154513.Homo_Sapiens.H3K27ac.b1	GSE154513	GSM4672364	SRR12231664	Homo_Sapiens	1	1	181	5027285	1	1	0	H3K27ac	MboI	Aortic-VIC	results/fastqs/raw/logs/download_srr_fastqs.o5027285-181	results/fastqs/raw/Aortic-VIC.GSE154513.Homo_Sapiens.H3K27ac.b1/SRR12231664_2.fastq.gz
IOSE11.GSE155328.Homo_Sapiens.H3K27ac.b1	GSE155328	GSM4699187	SRR12342903	Homo_Sapiens	1	1	182	5027285	1	1	0	H3K27ac	DpnII	IOSE11	results/fastqs/raw/logs/download_srr_fastqs.o5027285-182	results/fastqs/raw/IOSE11.GSE155328.Homo_Sapiens.H3K27ac.b1/SRR12342903_2.fastq.gz
VCAP-Veh.GSE157107.Homo_Sapiens.H3K27ac.b1	GSE157107	GSM4782222	SRR12643178	Homo_Sapiens	1	1	183	5027285	1	1	0	H3K27ac	MboI	VCAP-Veh	results/fastqs/raw/logs/download_srr_fastqs.o5027285-183	results/fastqs/raw/VCAP-Veh.GSE157107.Homo_Sapiens.H3K27ac.b1/SRR12643178_2.fastq.gz
VCAP-DHT-2hr.GSE157107.Homo_Sapiens.H3K27ac.b1	GSE157107	GSM4782223	SRR12643179	Homo_Sapiens	1	1	184	5027285	1	1	0	H3K27ac	MboI	VCAP-DHT-2hr	results/fastqs/raw/logs/download_srr_fastqs.o5027285-184	results/fastqs/raw/VCAP-DHT-2hr.GSE157107.Homo_Sapiens.H3K27ac.b1/SRR12643179_2.fastq.gz
VCAP-DHT-24hr.GSE157107.Homo_Sapiens.H3K27ac.b1	GSE157107	GSM4782224	SRR12643180	Homo_Sapiens	1	1	185	5027285	1	1	0	H3K27ac	MboI	VCAP-DHT-24hr	results/fastqs/raw/logs/download_srr_fastqs.o5027285-185	results/fastqs/raw/VCAP-DHT-24hr.GSE157107.Homo_Sapiens.H3K27ac.b1/SRR12643180_2.fastq.gz
MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1	GSE157381	GSM4763885	SRR12576438	Homo_Sapiens	1	1	186	5027285	1	1	0	H3K27ac	MboI	MDA-MB-453-DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-186	results/fastqs/raw/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1/SRR12576438_2.fastq.gz
MDA-MB-453-Abemaciclib.GSE157381.Homo_Sapiens.H3K27ac.b1	GSE157381	GSM4763886	SRR12576439	Homo_Sapiens	1	1	187	5027285	1	1	0	H3K27ac	MboI	MDA-MB-453-Abemaciclib	results/fastqs/raw/logs/download_srr_fastqs.o5027285-187	results/fastqs/raw/MDA-MB-453-Abemaciclib.GSE157381.Homo_Sapiens.H3K27ac.b1/SRR12576439_2.fastq.gz
MCF7-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1	GSE157381	GSM4763887	SRR12576440	Homo_Sapiens	1	1	188	5027285	1	1	0	H3K27ac	MboI	MCF7-DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-188	results/fastqs/raw/MCF7-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1/SRR12576440_2.fastq.gz
MCF7-Abemaciclib.GSE157381.Homo_Sapiens.H3K27ac.b1	GSE157381	GSM4763888	SRR12576441	Homo_Sapiens	1	1	189	5027285	1	1	0	H3K27ac	MboI	MCF7-Abemaciclib	results/fastqs/raw/logs/download_srr_fastqs.o5027285-189	results/fastqs/raw/MCF7-Abemaciclib.GSE157381.Homo_Sapiens.H3K27ac.b1/SRR12576441_2.fastq.gz
Primary-Foreskin-Keratinocytes-Day0.GSE158642.Homo_Sapiens.H3K27ac.b1	GSE158642	GSM4804907	SRR12728607	Homo_Sapiens	1	1	190	5027362	1	1	0	H3K27ac	MboI	Primary-Foreskin-Keratinocytes-Day0	results/fastqs/raw/logs/download_srr_fastqs.o5027362-190	results/fastqs/raw/Primary-Foreskin-Keratinocytes-Day0.GSE158642.Homo_Sapiens.H3K27ac.b1/SRR12728607_2.fastq.gz
Primary-Foreskin-Keratinocytes-Day0.GSE158642.Homo_Sapiens.H3K27ac.b2	GSE158642	GSM4804908	SRR12728608	Homo_Sapiens	2	1	191	5027362	1	1	0	H3K27ac	MboI	Primary-Foreskin-Keratinocytes-Day0	results/fastqs/raw/logs/download_srr_fastqs.o5027362-191	results/fastqs/raw/Primary-Foreskin-Keratinocytes-Day0.GSE158642.Homo_Sapiens.H3K27ac.b2/SRR12728608_2.fastq.gz
Primary-Foreskin-Keratinocytes-Day3.GSE158642.Homo_Sapiens.H3K27ac.b1	GSE158642	GSM4804909	SRR12728609	Homo_Sapiens	1	1	192	5028246	1	1	0	H3K27ac	MboI	Primary-Foreskin-Keratinocytes-Day3	results/fastqs/raw/logs/download_srr_fastqs.o5028246-192	results/fastqs/raw/Primary-Foreskin-Keratinocytes-Day3.GSE158642.Homo_Sapiens.H3K27ac.b1/SRR12728609_2.fastq.gz
Primary-Foreskin-Keratinocytes-Day3.GSE158642.Homo_Sapiens.H3K27ac.b2	GSE158642	GSM4804910	SRR12728610	Homo_Sapiens	2	1	193	5027362	1	1	0	H3K27ac	MboI	Primary-Foreskin-Keratinocytes-Day3	results/fastqs/raw/logs/download_srr_fastqs.o5027362-193	results/fastqs/raw/Primary-Foreskin-Keratinocytes-Day3.GSE158642.Homo_Sapiens.H3K27ac.b2/SRR12728610_2.fastq.gz
Primary-Foreskin-Keratinocytes-Day6.GSE158642.Homo_Sapiens.H3K27ac.b1	GSE158642	GSM4804911	SRR12728611	Homo_Sapiens	1	1	194	5027362	1	1	0	H3K27ac	MboI	Primary-Foreskin-Keratinocytes-Day6	results/fastqs/raw/logs/download_srr_fastqs.o5027362-194	results/fastqs/raw/Primary-Foreskin-Keratinocytes-Day6.GSE158642.Homo_Sapiens.H3K27ac.b1/SRR12728611_2.fastq.gz
Primary-Foreskin-Keratinocytes-Day6.GSE158642.Homo_Sapiens.H3K27ac.b2	GSE158642	GSM4804912	SRR12728612	Homo_Sapiens	2	1	195	5027362	1	1	0	H3K27ac	MboI	Primary-Foreskin-Keratinocytes-Day6	results/fastqs/raw/logs/download_srr_fastqs.o5027362-195	results/fastqs/raw/Primary-Foreskin-Keratinocytes-Day6.GSE158642.Homo_Sapiens.H3K27ac.b2/SRR12728612_2.fastq.gz
COLO320-DM.GSE159985.Homo_Sapiens.H3K27ac.b1	GSE159985	GSM4852164	SRR12885711	Homo_Sapiens	1	1	196	5027285	1	1	0	H3K27ac	MboI	COLO320-DM	results/fastqs/raw/logs/download_srr_fastqs.o5027285-196	results/fastqs/raw/COLO320-DM.GSE159985.Homo_Sapiens.H3K27ac.b1/SRR12885711_2.fastq.gz
SNU16.GSE159985.Homo_Sapiens.H3K27ac.b1	GSE159985	GSM4852165	SRR12885712	Homo_Sapiens	1	1	197	5027285	1	1	0	H3K27ac	MboI	SNU16	results/fastqs/raw/logs/download_srr_fastqs.o5027285-197	results/fastqs/raw/SNU16.GSE159985.Homo_Sapiens.H3K27ac.b1/SRR12885712_2.fastq.gz
SNU16-dCas9-KRAB.GSE159985.Homo_Sapiens.H3K27ac.b1	GSE159985	GSM5334235	SRR14634115	Homo_Sapiens	1	1	198	5027285	1	1	0	H3K27ac	MboI	SNU16-dCas9-KRAB	results/fastqs/raw/logs/download_srr_fastqs.o5027285-198	results/fastqs/raw/SNU16-dCas9-KRAB.GSE159985.Homo_Sapiens.H3K27ac.b1/SRR14634115_2.fastq.gz
SNU16-dCas9-KRAB.GSE159985.Homo_Sapiens.H3K27ac.b2	GSE159985	GSM5334236	SRR14634116	Homo_Sapiens	2	1	199	5027285	1	1	0	H3K27ac	MboI	SNU16-dCas9-KRAB	results/fastqs/raw/logs/download_srr_fastqs.o5027285-199	results/fastqs/raw/SNU16-dCas9-KRAB.GSE159985.Homo_Sapiens.H3K27ac.b2/SRR14634116_2.fastq.gz
Primary-T-D0.GSE168881.Homo_Sapiens.H3K27ac.b1	GSE168881	GSM5171868	SRR13961069	Homo_Sapiens	1	1	200	5027285	1	1	0	H3K27ac	MboI	Primary-T-D0	results/fastqs/raw/logs/download_srr_fastqs.o5027285-200	results/fastqs/raw/Primary-T-D0.GSE168881.Homo_Sapiens.H3K27ac.b1/SRR13961069_2.fastq.gz
Primary-T-D0.GSE168881.Homo_Sapiens.H3K27ac.b2	GSE168881	GSM5171869	SRR13961070	Homo_Sapiens	2	1	201	5027285	1	1	0	H3K27ac	MboI	Primary-T-D0	results/fastqs/raw/logs/download_srr_fastqs.o5027285-201	results/fastqs/raw/Primary-T-D0.GSE168881.Homo_Sapiens.H3K27ac.b2/SRR13961070_2.fastq.gz
CAR-T-CD19-D10.GSE168881.Homo_Sapiens.H3K27ac.b1	GSE168881	GSM5171870	SRR13961071	Homo_Sapiens	1	1	202	5027285	1	1	0	H3K27ac	MboI	CAR-T-CD19-D10	results/fastqs/raw/logs/download_srr_fastqs.o5027285-202	results/fastqs/raw/CAR-T-CD19-D10.GSE168881.Homo_Sapiens.H3K27ac.b1/SRR13961071_2.fastq.gz
CAR-T-CD19-D10.GSE168881.Homo_Sapiens.H3K27ac.b2	GSE168881	GSM5171871	SRR13961072	Homo_Sapiens	2	1	203	5027285	1	1	0	H3K27ac	MboI	CAR-T-CD19-D10	results/fastqs/raw/logs/download_srr_fastqs.o5027285-203	results/fastqs/raw/CAR-T-CD19-D10.GSE168881.Homo_Sapiens.H3K27ac.b2/SRR13961072_2.fastq.gz
CAR-T-HA-D10.GSE168881.Homo_Sapiens.H3K27ac.b1	GSE168881	GSM5171872	SRR13961073	Homo_Sapiens	1	1	204	5027285	1	1	0	H3K27ac	MboI	CAR-T-HA-D10	results/fastqs/raw/logs/download_srr_fastqs.o5027285-204	results/fastqs/raw/CAR-T-HA-D10.GSE168881.Homo_Sapiens.H3K27ac.b1/SRR13961073_2.fastq.gz
CAR-T-HA-D10.GSE168881.Homo_Sapiens.H3K27ac.b2	GSE168881	GSM5171873	SRR13961074	Homo_Sapiens	2	1	205	5027285	1	1	0	H3K27ac	MboI	CAR-T-HA-D10	results/fastqs/raw/logs/download_srr_fastqs.o5027285-205	results/fastqs/raw/CAR-T-HA-D10.GSE168881.Homo_Sapiens.H3K27ac.b2/SRR13961074_2.fastq.gz
VCaP-DMSO-4h.GSE171591.Homo_Sapiens.H3K4me3.b1	GSE171591	GSM5229035	SRR14159848	Homo_Sapiens	1	1	206	5027285	1	1	0	H3K4me3	MNase	VCaP-DMSO-4h	results/fastqs/raw/logs/download_srr_fastqs.o5027285-206	results/fastqs/raw/VCaP-DMSO-4h.GSE171591.Homo_Sapiens.H3K4me3.b1/SRR14159848_2.fastq.gz
VCaP-AU-4h.GSE171591.Homo_Sapiens.H3K4me4.b1	GSE171591	GSM5229036	SRR14159849	Homo_Sapiens	1	1	207	5027285	1	1	0	H3K4me4	MNase	VCaP-AU-4h	results/fastqs/raw/logs/download_srr_fastqs.o5027285-207	results/fastqs/raw/VCaP-AU-4h.GSE171591.Homo_Sapiens.H3K4me4.b1/SRR14159849_2.fastq.gz
VCaP-DMSO-4h.GSE171591.Homo_Sapiens.H3K27ac.b1	GSE171591	GSM5229037	SRR14159850	Homo_Sapiens	1	1	208	5027285	1	1	0	H3K27ac	MNase	VCaP-DMSO-4h	results/fastqs/raw/logs/download_srr_fastqs.o5027285-208	results/fastqs/raw/VCaP-DMSO-4h.GSE171591.Homo_Sapiens.H3K27ac.b1/SRR14159850_2.fastq.gz
VCaP-AU-4h.GSE171591.Homo_Sapiens.H3K27ac.b1	GSE171591	GSM5229038	SRR14159851	Homo_Sapiens	1	1	209	5027285	1	1	0	H3K27ac	MNase	VCaP-AU-4h	results/fastqs/raw/logs/download_srr_fastqs.o5027285-209	results/fastqs/raw/VCaP-AU-4h.GSE171591.Homo_Sapiens.H3K27ac.b1/SRR14159851_2.fastq.gz
VCaP-DMSO-4h.GSE171591.Homo_Sapiens.CTCF.b1	GSE171591	GSM5229039	SRR14159852	Homo_Sapiens	1	1	210	5027285	1	1	0	CTCF	MNase	VCaP-DMSO-4h	results/fastqs/raw/logs/download_srr_fastqs.o5027285-210	results/fastqs/raw/VCaP-DMSO-4h.GSE171591.Homo_Sapiens.CTCF.b1/SRR14159852_2.fastq.gz
VCaP-AU-4h.GSE171591.Homo_Sapiens.CTCF.b1	GSE171591	GSM5229040	SRR14159853	Homo_Sapiens	1	1	211	5027285	1	1	0	CTCF	MNase	VCaP-AU-4h	results/fastqs/raw/logs/download_srr_fastqs.o5027285-211	results/fastqs/raw/VCaP-AU-4h.GSE171591.Homo_Sapiens.CTCF.b1/SRR14159853_2.fastq.gz
